number,trial_id,id,url,is_nsfw,subject_id,trial_number,prompt,created_at,experiment_name,containsNSFW,filename,filepath,reference,trial_type,trial_code,curation,Experience,experiment_name1,Duration..in.seconds.,imagenumber,choice,cosine
2214,670d05208fc41826ca81e1be,670d05208fc41826ca81e1c0,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ4_1.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ4,an paiting of a basket of apples,2024-10-14T11:48:48Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,3,1,Laypeople_final,566,2,FALSE,0.8952078675137551
2215,670d05208fc41826ca81e1be,670d05208fc41826ca81e1c1,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ4_2.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ4,an paiting of a basket of apples,2024-10-14T11:48:48Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,3,1,Laypeople_final,566,3,TRUE,0.884406482822819
2216,670d05208fc41826ca81e1be,670d05208fc41826ca81e1c2,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ4_3.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ4,an paiting of a basket of apples,2024-10-14T11:48:48Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,3,1,Laypeople_final,566,4,FALSE,0.910886839117201
2221,670d054b8fc41826ca81e1c8,670d054b8fc41826ca81e1c9,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ2_0.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ2,a comic tree wearing glasses in a library reading books,2024-10-14T11:49:31Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,3,1,Laypeople_final,566,1,FALSE,0.9231501666781191
2222,670d054b8fc41826ca81e1c8,670d054b8fc41826ca81e1ca,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ2_1.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ2,a comic tree wearing glasses in a library reading books,2024-10-14T11:49:31Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,3,1,Laypeople_final,566,2,FALSE,0.8705046749483569
2223,670d054b8fc41826ca81e1c8,670d054b8fc41826ca81e1cb,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ2_2.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ2,a comic tree wearing glasses in a library reading books,2024-10-14T11:49:31Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,3,1,Laypeople_final,566,3,TRUE,0.896382307229202
2224,670d054b8fc41826ca81e1c8,670d054b8fc41826ca81e1cc,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ2_3.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ2,a comic tree wearing glasses in a library reading books,2024-10-14T11:49:31Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,3,1,Laypeople_final,566,4,FALSE,0.8865277908782642
2229,670d05848fc41826ca81e1d2,670d05848fc41826ca81e1d3,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ3_0.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ3,"a image of  paradise with mountains in the back, waterfall and lakes, coconut tress and flowers",2024-10-14T11:50:28Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,4,1,Laypeople_final,566,1,FALSE,0.8684290204150159
2230,670d05848fc41826ca81e1d2,670d05848fc41826ca81e1d4,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ3_1.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ3,"a image of  paradise with mountains in the back, waterfall and lakes, coconut tress and flowers",2024-10-14T11:50:28Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,4,1,Laypeople_final,566,2,FALSE,0.873211035259103
2231,670d05848fc41826ca81e1d2,670d05848fc41826ca81e1d5,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ3_2.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ3,"a image of  paradise with mountains in the back, waterfall and lakes, coconut tress and flowers",2024-10-14T11:50:28Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,4,1,Laypeople_final,566,3,FALSE,0.8783670946027055
2232,670d05848fc41826ca81e1d2,670d05848fc41826ca81e1d6,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ3_3.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ3,"a image of  paradise with mountains in the back, waterfall and lakes, coconut tress and flowers",2024-10-14T11:50:28Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,4,1,Laypeople_final,566,4,TRUE,0.8993700360189646
2233,670d05888fc41826ca81e1d7,670d05888fc41826ca81e1d8,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ5_0.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ5,Two young black people sitting on a bench on a street talking to each other,2024-10-14T11:50:32Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,3,Laypeople_final,846,1,FALSE,0.7000971123012903
2234,670d05888fc41826ca81e1d7,670d05888fc41826ca81e1d9,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ5_1.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ5,Two young black people sitting on a bench on a street talking to each other,2024-10-14T11:50:32Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,3,Laypeople_final,846,2,TRUE,0.6836276314653873
2235,670d05888fc41826ca81e1d7,670d05888fc41826ca81e1da,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ5_2.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ5,Two young black people sitting on a bench on a street talking to each other,2024-10-14T11:50:32Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,3,Laypeople_final,846,3,FALSE,0.7438244123152952
2236,670d05888fc41826ca81e1d7,670d05888fc41826ca81e1db,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ5_3.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ5,Two young black people sitting on a bench on a street talking to each other,2024-10-14T11:50:32Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,3,Laypeople_final,846,4,FALSE,0.7222635859469484
2245,670d05be8fc41826ca81e1e6,670d05be8fc41826ca81e1e7,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ5_0.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ5,a black man wearing blue shirt and yellow shoes talking to a black women wearing yellow dress and white shoes on a bench with buildings in the background,2024-10-14T11:51:26Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Laypeople_final,566,1,FALSE,0.7700685389628298
2246,670d05be8fc41826ca81e1e6,670d05be8fc41826ca81e1e8,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ5_1.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ5,a black man wearing blue shirt and yellow shoes talking to a black women wearing yellow dress and white shoes on a bench with buildings in the background,2024-10-14T11:51:26Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Laypeople_final,566,2,TRUE,0.7528082089903348
2247,670d05be8fc41826ca81e1e6,670d05be8fc41826ca81e1e9,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ5_2.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ5,a black man wearing blue shirt and yellow shoes talking to a black women wearing yellow dress and white shoes on a bench with buildings in the background,2024-10-14T11:51:26Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Laypeople_final,566,3,FALSE,0.7466508241557668
2248,670d05be8fc41826ca81e1e6,670d05be8fc41826ca81e1ea,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ5_3.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ5,a black man wearing blue shirt and yellow shoes talking to a black women wearing yellow dress and white shoes on a bench with buildings in the background,2024-10-14T11:51:26Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Laypeople_final,566,4,FALSE,0.7615430064168714
2249,670d05cc8fc41826ca81e1eb,670d05cc8fc41826ca81e1ec,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ4_0.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ4,"A painting of a basket full of red and green apples on top of a table with a cloat, other apples are on the table",2024-10-14T11:51:40Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Laypeople_final,846,1,FALSE,0.8938003870407356
2250,670d05cc8fc41826ca81e1eb,670d05cc8fc41826ca81e1ed,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ4_1.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ4,"A painting of a basket full of red and green apples on top of a table with a cloat, other apples are on the table",2024-10-14T11:51:40Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Laypeople_final,846,2,TRUE,0.8924293770938903
2251,670d05cc8fc41826ca81e1eb,670d05cc8fc41826ca81e1ee,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ4_2.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ4,"A painting of a basket full of red and green apples on top of a table with a cloat, other apples are on the table",2024-10-14T11:51:40Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Laypeople_final,846,3,FALSE,0.8848717995874721
2252,670d05cc8fc41826ca81e1eb,670d05cc8fc41826ca81e1ef,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ4_3.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ4,"A painting of a basket full of red and green apples on top of a table with a cloat, other apples are on the table",2024-10-14T11:51:40Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Laypeople_final,846,4,FALSE,0.8986669356192015
2253,670d05f78fc41826ca81e1f0,670d05f78fc41826ca81e1f1,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_0.png,FALSE,FS_8Cq4LpVii4K5Nyg,FaithfulQ2,"a book over a table in a library that has a live tree behind it, the tree has glasses and big eyes, all animated",2024-10-14T11:52:23Z,Laypeople_final,0,FS_8Cq4LpVii4K5Nyg_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,1,Laypeople_final,1024,1,FALSE,0.8714065817881411
2254,670d05f78fc41826ca81e1f0,670d05f78fc41826ca81e1f2,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_1.png,FALSE,FS_8Cq4LpVii4K5Nyg,FaithfulQ2,"a book over a table in a library that has a live tree behind it, the tree has glasses and big eyes, all animated",2024-10-14T11:52:23Z,Laypeople_final,0,FS_8Cq4LpVii4K5Nyg_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,1,Laypeople_final,1024,2,FALSE,0.8789289684751633
2255,670d05f78fc41826ca81e1f0,670d05f78fc41826ca81e1f3,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_2.png,FALSE,FS_8Cq4LpVii4K5Nyg,FaithfulQ2,"a book over a table in a library that has a live tree behind it, the tree has glasses and big eyes, all animated",2024-10-14T11:52:23Z,Laypeople_final,0,FS_8Cq4LpVii4K5Nyg_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,1,Laypeople_final,1024,3,FALSE,0.852470176192077
2256,670d05f78fc41826ca81e1f0,670d05f78fc41826ca81e1f4,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_3.png,FALSE,FS_8Cq4LpVii4K5Nyg,FaithfulQ2,"a book over a table in a library that has a live tree behind it, the tree has glasses and big eyes, all animated",2024-10-14T11:52:23Z,Laypeople_final,0,FS_8Cq4LpVii4K5Nyg_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8Cq4LpVii4K5Nyg_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,1,Laypeople_final,1024,4,TRUE,0.8766283224388935
2257,670d05fd8fc41826ca81e1f5,670d05fd8fc41826ca81e1f6,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ2_0.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ2,"A humanoid tree with glasses that is reading a book in a library, cartoony look",2024-10-14T11:52:29Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,3,Laypeople_final,846,1,FALSE,0.8903943262702938
2258,670d05fd8fc41826ca81e1f5,670d05fd8fc41826ca81e1f7,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ2_1.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ2,"A humanoid tree with glasses that is reading a book in a library, cartoony look",2024-10-14T11:52:29Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,3,Laypeople_final,846,2,TRUE,0.9244918910534767
2259,670d05fd8fc41826ca81e1f5,670d05fd8fc41826ca81e1f8,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ2_2.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ2,"A humanoid tree with glasses that is reading a book in a library, cartoony look",2024-10-14T11:52:29Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,3,Laypeople_final,846,3,FALSE,0.9112001652638761
2260,670d05fd8fc41826ca81e1f5,670d05fd8fc41826ca81e1f9,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_8aQxMT0DRCyfKxM_FaithfulQ2_3.png,FALSE,FS_8aQxMT0DRCyfKxM,FaithfulQ2,"A humanoid tree with glasses that is reading a book in a library, cartoony look",2024-10-14T11:52:29Z,Laypeople_final,0,FS_8aQxMT0DRCyfKxM_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8aQxMT0DRCyfKxM_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,2,3,Laypeople_final,846,4,FALSE,0.8946611813128861
2265,670d06128fc41826ca81e1ff,670d06128fc41826ca81e200,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ1_0.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ1,Photograph of a medieval castle that got destroyed by aliens with aliens covering the castle with their ufo,2024-10-14T11:52:50Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,1,Laypeople_final,566,1,FALSE,0.7382337105724758
2266,670d06128fc41826ca81e1ff,670d06138fc41826ca81e201,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ1_1.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ1,Photograph of a medieval castle that got destroyed by aliens with aliens covering the castle with their ufo,2024-10-14T11:52:50Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,1,Laypeople_final,566,2,FALSE,0.758623259004875
2267,670d06128fc41826ca81e1ff,670d06138fc41826ca81e202,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ1_2.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ1,Photograph of a medieval castle that got destroyed by aliens with aliens covering the castle with their ufo,2024-10-14T11:52:50Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,1,Laypeople_final,566,3,FALSE,0.7428129517456261
2268,670d06128fc41826ca81e1ff,670d06138fc41826ca81e203,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_FaithfulQ1_3.png,FALSE,FS_2HHAZHrzB6koQPL,FaithfulQ1,Photograph of a medieval castle that got destroyed by aliens with aliens covering the castle with their ufo,2024-10-14T11:52:50Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,4,1,Laypeople_final,566,4,TRUE,0.7573903150659157
2269,670d06378fc41826ca81e204,670d06378fc41826ca81e205,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_Aesthetics Q2_0.png,FALSE,FS_2HHAZHrzB6koQPL,Aesthetics Q2,A cartoon landscape with trees that got burned by its painter and people stepping on the painting,2024-10-14T11:53:27Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,1,Laypeople_final,566,1,TRUE,0.7825538281380764
2270,670d06378fc41826ca81e204,670d06378fc41826ca81e206,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_Aesthetics Q2_1.png,FALSE,FS_2HHAZHrzB6koQPL,Aesthetics Q2,A cartoon landscape with trees that got burned by its painter and people stepping on the painting,2024-10-14T11:53:27Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,1,Laypeople_final,566,2,FALSE,0.8246944536507677
2271,670d06378fc41826ca81e204,670d06378fc41826ca81e207,https://creativeai-20221111143400.s3.amazonaws.com/Laypeople_final/FS_2HHAZHrzB6koQPL_Aesthetics Q2_2.png,FALSE,FS_2HHAZHrzB6koQPL,Aesthetics Q2,A cartoon landscape with trees that got burned by its painter and people stepping on the painting,2024-10-14T11:53:27Z,Laypeople_final,0,FS_2HHAZHrzB6koQPL_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2HHAZHrzB6koQPL_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,1,Laypeople_final,566,3,FALSE,0.8117064387119765
